Source Name,Office,Office Code,Raw Maker,Maker,Fuel Type,Jan,Feb,Mar,Apr,May,Jun,Total,Calculated Total,Total Variance,Total Check
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,38,19,6,1,0,0,64,64,0,OK
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,OTHERS,OTHERS,Petrol,0,1,19,0,0,0,20,20,0,OK
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,0,0,1,0,0,0,1,1,0,OK
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,1,2,0,0,1,0,4,4,0,OK
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,8,9,13,2,0,0,32,32,0,OK
RTA JAYASHANKAR - TG25( 27-FEB-2026 ).xlsx,RTA JAYASHANKAR,TG25,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,4,1,0,0,0,0,5,5,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,HONDA CARS INDIA LTD,HONDA CARS,Petrol,1,0,1,0,1,0,3,3,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,6,2,7,0,0,0,15,15,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,JAGUAR LAND ROVER INDIA LIMITED,JAGUAR LAND ROVER,Petrol,0,0,1,0,0,0,1,1,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,KIA INDIA PRIVATE LIMITED,KIA,Petrol,2,2,3,1,0,0,8,8,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,1,0,7,0,0,8,8,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,2,3,0,3,3,1,12,12,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,26,6,6,0,0,0,38,38,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,0,0,0,1,0,1,1,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,OTHERS,OTHERS,Petrol,0,0,16,0,0,0,16,16,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,1,0,0,0,0,2,2,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,0,1,0,0,0,0,1,1,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,2,2,1,0,0,0,5,5,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,12,3,4,4,0,0,23,23,0,OK
RTA JOGULAMBA - TG33( 27-FEB-2026 ).xlsx,RTA JOGULAMBA,TG33,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,2,2,0,0,0,0,4,4,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,HONDA CARS INDIA LTD,HONDA CARS,Petrol,1,1,1,1,0,1,5,5,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,17,12,14,3,0,0,46,46,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,KIA INDIA PRIVATE LIMITED,KIA,Petrol,2,4,0,0,0,0,6,6,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,30,0,0,0,0,30,30,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,2,0,1,2,3,1,9,9,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,61,34,13,0,1,0,109,109,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,2,0,0,2,1,5,5,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,OTHERS,OTHERS,Petrol,0,1,40,0,0,0,41,41,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,2,0,0,0,0,0,2,2,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,2,0,0,2,1,0,5,5,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,TATA MOTORS LTD,TATA MOTORS,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,24,11,15,4,0,0,54,54,0,OK
RTA KAMAREDDY - TG17( 26-FEB-2026 ).xlsx,RTA KAMAREDDY,TG17,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,2,1,0,2,0,0,5,5,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,HONDA CARS INDIA LTD,HONDA CARS,Petrol,7,2,2,0,4,1,16,16,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,20,18,17,5,0,0,60,60,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,KIA INDIA PRIVATE LIMITED,KIA,Petrol,19,7,0,0,0,0,26,26,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,37,0,5,0,0,42,42,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,4,5,6,0,6,3,24,24,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,70,34,11,5,0,0,120,120,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,0,0,0,1,0,1,1,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,OTHERS,OTHERS,Petrol,3,6,39,0,0,0,48,48,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,1,0,0,0,0,2,2,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,18,6,2,1,1,0,28,28,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,STELLANTIS AUTOMOBILES INDIA PVT LTD,STELLANTIS,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TATA MOTORS LTD,TATA MOTORS,Petrol,0,1,0,0,0,0,1,1,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,29,29,33,1,0,0,92,92,0,OK
RTA KARIMNAGAR - TG2( 26-FEB-2026 ).xlsx,RTA KARIMNAGAR,TG2,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,16,6,7,2,0,0,31,31,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,HONDA CARS INDIA LTD,HONDA CARS,Petrol,7,5,5,4,4,1,26,26,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,42,20,18,7,1,0,88,88,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,KIA INDIA PRIVATE LIMITED,KIA,Petrol,18,13,0,1,0,0,32,32,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,21,0,15,0,0,36,36,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,7,3,4,2,1,2,19,19,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,57,20,8,5,1,0,91,91,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,1,3,1,3,1,9,9,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,OTHERS,OTHERS,Petrol,1,0,46,0,0,0,47,47,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,2,0,1,0,0,4,4,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,4,2,0,0,0,0,6,6,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,13,0,0,1,0,0,14,14,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,41,12,20,14,0,0,87,87,0,OK
RTA KHAMMAM - TG4( 27-FEB-2026 ).xlsx,RTA KHAMMAM,TG4,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,11,7,3,0,0,0,21,21,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,HONDA CARS INDIA LTD,HONDA CARS,Petrol,0,1,0,0,1,0,2,2,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,1,3,2,0,0,0,6,6,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,KIA INDIA PRIVATE LIMITED,KIA,Petrol,4,0,0,0,0,0,4,4,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,10,0,3,0,0,13,13,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,1,0,2,1,2,0,6,6,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,13,7,4,1,0,0,25,25,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,OTHERS,OTHERS,Petrol,0,0,8,0,0,0,8,8,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,1,0,1,0,0,0,2,2,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,TATA MOTORS LTD,TATA MOTORS,Petrol,0,0,2,0,0,0,2,2,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,2,4,1,0,0,0,7,7,0,OK
RTA KOMRAMBHEEM - TG20( 27-FEB-2026 ).xlsx,RTA KOMRAMBHEEM,TG20,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,1,1,1,0,0,0,3,3,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,HONDA CARS INDIA LTD,HONDA CARS,Petrol,7,2,4,1,3,1,18,18,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,25,12,12,3,0,0,52,52,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,JAGUAR LAND ROVER LIMITED UK,JAGUAR LAND ROVER,Petrol,0,0,0,1,0,0,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,JSW MG MOTOR INDIA PVT LTD,MG MOTOR,Petrol,0,0,0,0,2,0,2,2,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,KIA INDIA PRIVATE LIMITED,KIA,Petrol,5,9,1,1,0,0,16,16,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,19,0,20,0,0,39,39,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,10,3,7,2,6,0,28,28,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,69,33,16,10,0,0,128,128,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,0,0,1,0,0,1,1,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,OTHERS,OTHERS,Petrol,0,6,30,0,0,0,36,36,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,2,0,0,1,0,0,3,3,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,1,2,0,0,0,0,3,3,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,5,3,1,0,0,0,9,9,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,27,12,17,18,0,0,74,74,0,OK
RTA MAHABOOBNAGAR - TG6( 27-FEB-2026 ).xlsx,RTA MAHABOOBNAGAR,TG6,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,7,5,3,0,0,0,15,15,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,HONDA CARS INDIA LTD,HONDA CARS,Petrol,2,0,1,0,0,0,3,3,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,12,4,5,1,0,0,22,22,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,KIA INDIA PRIVATE LIMITED,KIA,Petrol,3,1,1,0,0,0,5,5,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,12,0,6,0,0,18,18,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,3,1,0,0,3,0,7,7,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,24,12,4,2,0,0,42,42,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,0,2,0,0,0,2,2,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,OTHERS,OTHERS,Petrol,0,1,15,0,0,0,16,16,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,2,1,0,0,0,4,4,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,3,0,0,0,0,0,3,3,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,TATA MOTORS LTD,TATA MOTORS,Petrol,0,1,0,0,0,0,1,1,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,17,7,14,5,0,0,43,43,0,OK
RTA MAHABUBABAD - TG26( 27.xlsx,RTA MAHABUBABAD - TG26( 27,TG26,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,8,2,3,0,0,0,13,13,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,HONDA CARS INDIA LTD,HONDA CARS,Petrol,2,1,1,4,2,0,10,10,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,15,8,9,1,0,0,33,33,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,KIA INDIA PRIVATE LIMITED,KIA,Petrol,10,9,2,1,0,0,22,22,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,10,0,3,0,0,13,13,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,10,0,3,2,3,2,20,20,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,72,22,8,5,0,0,107,107,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,1,0,0,0,0,1,1,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,OTHERS,OTHERS,Petrol,1,3,49,0,0,0,53,53,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,1,0,0,0,0,2,2,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,4,0,0,0,1,0,5,5,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,33,22,22,0,0,0,77,77,0,OK
RTA MANCHERIAL - TG19( 26-FEB-2026 ).xlsx,RTA MANCHERIAL,TG19,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,9,3,3,0,0,0,15,15,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,HONDA CARS INDIA LTD,HONDA CARS,Petrol,2,0,1,0,1,0,4,4,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,HYUNDAI MOTOR INDIA LTD,HYUNDAI,Petrol,9,5,4,3,0,0,21,21,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KIA INDIA PRIVATE LIMITED,KIA,Petrol,7,2,2,0,0,0,11,11,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,KINETIC MOTOR COMPANY LIMITED,KINETIC,Petrol,0,25,0,6,0,0,31,31,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MAHINDRA & MAHINDRA LIMITED,MAHINDRA & MAHINDRA,Petrol,6,2,5,1,2,0,16,16,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,MARUTI SUZUKI INDIA LTD,MARUTI SUZUKI,Petrol,66,39,16,5,0,0,126,126,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,NISSAN MOTOR INDIA PVT LTD,NISSAN,Petrol,0,2,0,1,0,1,4,4,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,OTHERS,OTHERS,Petrol,0,4,22,0,0,0,26,26,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,RENAULT NISSAN AUTOMOTIVE INDIA PRIVATE LIMITED,RENAULT NISSAN,Petrol,1,0,0,0,0,0,1,1,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,SHREE SHYAM AGROTECH,SHREE SHYAM AGROTECH,Petrol,2,0,0,0,0,0,2,2,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,SKODA VOLKSWAGEN,Petrol,4,0,0,1,0,0,5,5,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TATA MOTORS PASSENGER VEHICLES LTD,TATA MOTORS PASSENGER VEHICLES,Petrol,16,5,9,5,0,0,35,35,0,OK
RTA MEDAK - TG35( 27-FEB-2026 ).xlsx,RTA MEDAK,TG35,TOYOTA KIRLOSKAR MOTOR PVT LTD,TOYOTA,Petrol,6,3,4,0,0,0,13,13,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,AUDI AG,AUDI,Petrol,5,0,1,0,0,0,6,6,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,BMW INDIA PVT LTD,BMW,Petrol,2,2,2,0,0,0,6,6,0,OK
RTA MEDCHAL - TG8( 27-FEB-2026 ).xlsx,RTA MEDCHAL,TG8,HONDA CARS INDIA LTD,HONDA CARS,Petrol,39,21,20,9,38,6,133,133,0,OK
